일자,시각,1시간평균 미세먼지농도(㎍/㎥)
2018-01-19,4,50.0
2018-01-19,5,52.0
2018-01-19,6,50.0
2018-01-19,7,54.0
2018-01-19,8,46.0
2018-01-19,9,42.0
2018-01-19,10,47.0
2018-01-19,11,55.0
2018-01-19,12,63.0
2018-01-19,13,81.0
2018-01-19,14,64.0
2018-01-19,15,49.0
2018-01-19,16,51.0
2018-01-19,17,55.0
2018-01-19,18,49.0
2018-01-19,19,34.0
2018-01-19,20,32.0
2018-01-19,21,40.0
2018-01-19,22,41.0
2018-01-19,23,39.0
2018-01-20,0,40.0
2018-01-20,1,48.0
2018-01-20,2,55.0
2018-01-20,3,55.0
2018-01-20,4,49.0
2018-01-20,5,59.0
2018-01-20,6,76.0
2018-01-20,7,62.0
2018-01-20,8,50.0
2018-01-20,9,57.0
2018-01-20,10,61.0
2018-01-20,11,58.0
2018-01-20,12,71.0
2018-01-20,13,88.0
2018-01-20,14,95.0
2018-01-20,15,78.0
2018-01-20,16,100.0
2018-01-20,17,108.0
2018-01-20,18,129.0
2018-01-20,19,137.0
2018-01-20,20,148.0
2018-01-20,21,169.0
2018-01-20,22,109.0
2018-01-20,23,98.0
2018-01-21,0,107.0
2018-01-21,1,119.0
2018-01-21,2,119.0
2018-01-21,3,108.0
2018-01-21,4,77.0
2018-01-21,5,52.0
2018-01-21,6,46.0
2018-01-21,7,43.0
2018-01-21,8,42.0
2018-01-21,9,38.0
2018-01-21,10,52.0
2018-01-21,11,67.0
2018-01-21,12,69.0
2018-01-21,13,83.0
2018-01-21,14,50.0
2018-01-21,15,34.0
2018-01-21,16,31.0
2018-01-21,17,18.0
2018-01-21,18,9.0
2018-01-21,19,
2018-01-21,20,
2018-01-21,21,
2018-01-21,22,12.0
2018-01-21,23,17.0
2018-01-22,0,24.0
2018-01-22,1,25.0
2018-01-22,2,32.0
2018-01-22,3,34.0
2018-01-22,4,31.0
2018-01-22,5,31.0
2018-01-22,6,31.0
2018-01-22,7,33.0
2018-01-22,8,28.0
2018-01-22,9,35.0
2018-01-22,10,41.0
2018-01-22,11,49.0
2018-01-22,12,61.0
2018-01-22,13,78.0
2018-01-22,14,68.0
2018-01-22,15,36.0
2018-01-22,16,36.0
2018-01-22,17,22.0
2018-01-22,18,12.0
2018-01-22,19,18.0
2018-01-22,20,3.0
2018-01-22,21,6.0
2018-01-22,22,27.0
2018-01-22,23,47.0
2018-01-23,0,34.0
2018-01-23,1,20.0
2018-01-23,2,22.0
2018-01-23,3,16.0
2018-01-23,4,11.0
2018-01-23,5,
2018-01-23,6,4.0
2018-01-23,7,10.0
2018-01-23,8,11.0
2018-01-23,9,
2018-01-23,10,11.0
2018-01-23,11,27.0
2018-01-23,12,34.0
2018-01-23,13,23.0
2018-01-23,14,16.0
2018-01-23,15,21.0
2018-01-23,16,23.0
2018-01-23,17,25.0
2018-01-23,18,23.0
2018-01-23,19,23.0
2018-01-23,20,23.0
2018-01-23,21,19.0
2018-01-23,22,21.0
2018-01-23,23,18.0
2018-01-24,0,21.0
2018-01-24,1,17.0
2018-01-24,2,20.0
2018-01-24,3,32.0
2018-01-24,4,37.0
2018-01-24,5,32.0
2018-01-24,6,32.0
2018-01-24,7,31.0
2018-01-24,8,29.0
2018-01-24,9,34.0
2018-01-24,10,35.0
2018-01-24,11,38.0
2018-01-24,12,45.0
2018-01-24,13,40.0
2018-01-24,14,32.0
2018-01-24,15,31.0
2018-01-24,16,32.0
2018-01-24,17,39.0
2018-01-24,18,20.0
2018-01-24,19,9.0
2018-01-24,20,12.0
2018-01-24,21,19.0
2018-01-24,22,20.0
2018-01-24,23,26.0
2018-01-25,0,20.0
2018-01-25,1,24.0
2018-01-25,2,23.0
2018-01-25,3,27.0
2018-01-25,4,27.0
2018-01-25,5,29.0
2018-01-25,6,20.0
2018-01-25,7,21.0
2018-01-25,8,22.0
2018-01-25,9,25.0
2018-01-25,10,22.0
2018-01-25,11,28.0
2018-01-25,12,36.0
2018-01-25,13,32.0
2018-01-25,14,24.0
2018-01-25,15,24.0
2018-01-25,16,27.0
2018-01-25,17,24.0
2018-01-25,18,18.0
2018-01-25,19,12.0
2018-01-25,20,13.0
2018-01-25,21,15.0
2018-01-25,22,19.0
2018-01-25,23,27.0
2018-01-26,0,25.0
2018-01-26,1,20.0
2018-01-26,2,24.0
2018-01-26,3,23.0
2018-01-26,4,23.0
2018-01-26,5,21.0
2018-01-26,6,22.0
2018-01-26,7,25.0
2018-01-26,8,22.0
2018-01-26,9,26.0
2018-01-26,10,27.0
2018-01-26,11,34.0
2018-01-26,12,39.0
2018-01-26,13,49.0
2018-01-26,14,39.0
2018-01-26,15,34.0
2018-01-26,16,41.0
2018-01-26,17,43.0
2018-01-26,18,42.0
2018-01-26,19,28.0
2018-01-26,20,23.0
2018-01-26,21,29.0
2018-01-26,22,25.0
2018-01-26,23,
2018-01-27,0,38.0
2018-01-27,1,35.0
2018-01-27,2,37.0
2018-01-27,3,39.0
2018-01-27,4,36.0
2018-01-27,5,40.0
2018-01-27,6,29.0
2018-01-27,7,38.0
2018-01-27,8,40.0
2018-01-27,9,44.0
2018-01-27,10,48.0
2018-01-27,11,54.0
2018-01-27,12,67.0
2018-01-27,13,67.0
2018-01-27,14,42.0
2018-01-27,15,51.0
2018-01-27,16,52.0
2018-01-27,17,39.0
2018-01-27,18,43.0
2018-01-27,19,16.0
2018-01-27,20,10.0
2018-01-27,21,21.0
2018-01-27,22,18.0
2018-01-27,23,28.0
2018-01-28,0,27.0
2018-01-28,1,34.0
2018-01-28,2,32.0
2018-01-28,3,37.0
2018-01-28,4,37.0
2018-01-28,5,34.0
2018-01-28,6,24.0
2018-01-28,7,28.0
2018-01-28,8,24.0
2018-01-28,9,25.0
2018-01-28,10,23.0
2018-01-28,11,45.0
2018-01-28,12,46.0
2018-01-28,13,36.0
2018-01-28,14,22.0
2018-01-28,15,21.0
2018-01-28,16,19.0
2018-01-28,17,18.0
2018-01-28,18,15.0
2018-01-28,19,10.0
2018-01-28,20,12.0
2018-01-28,21,13.0
2018-01-28,22,21.0
2018-01-28,23,19.0
2018-01-29,0,28.0
2018-01-29,1,33.0
2018-01-29,2,33.0
2018-01-29,3,33.0
2018-01-29,4,33.0
2018-01-29,5,36.0
2018-01-29,6,27.0
2018-01-29,7,29.0
2018-01-29,8,31.0
2018-01-29,9,31.0
2018-01-29,10,42.0
2018-01-29,11,59.0
2018-01-29,12,74.0
2018-01-29,13,61.0
2018-01-29,14,38.0
2018-01-29,15,50.0
2018-01-29,16,64.0
2018-01-29,17,56.0
2018-01-29,18,51.0
2018-01-29,19,48.0
2018-01-29,20,44.0
2018-01-29,21,38.0
2018-01-29,22,40.0
2018-01-29,23,32.0
2018-01-30,0,28.0
2018-01-30,1,29.0
2018-01-30,2,32.0
2018-01-30,3,32.0
2018-01-30,4,30.0
2018-01-30,5,41.0
2018-01-30,6,36.0
2018-01-30,7,35.0
2018-01-30,8,35.0
2018-01-30,9,39.0
2018-01-30,10,56.0
2018-01-30,11,69.0
2018-01-30,12,59.0
2018-01-30,13,62.0
2018-01-30,14,57.0
2018-01-30,15,55.0
2018-01-30,16,43.0
2018-01-30,17,22.0
2018-01-30,18,23.0
2018-01-30,19,24.0
2018-01-30,20,33.0
2018-01-30,21,36.0
2018-01-30,22,29.0
2018-01-30,23,32.0
2018-01-31,0,32.0
2018-01-31,1,37.0
2018-01-31,2,47.0
2018-01-31,3,39.0
2018-01-31,4,42.0
2018-01-31,5,41.0
2018-01-31,6,35.0
2018-01-31,7,29.0
2018-01-31,8,33.0
2018-01-31,9,29.0
2018-01-31,10,50.0
2018-01-31,11,53.0
2018-01-31,12,42.0
2018-01-31,13,45.0
2018-01-31,14,48.0
2018-01-31,15,37.0
2018-01-31,16,30.0
2018-01-31,17,37.0
2018-01-31,18,25.0
2018-01-31,19,15.0
2018-01-31,20,12.0
2018-01-31,21,19.0
2018-01-31,22,22.0
2018-01-31,23,33.0
2018-02-01,0,32.0
2018-02-01,1,39.0
2018-02-01,2,31.0
2018-02-01,3,38.0
2018-02-01,4,32.0
2018-02-01,5,37.0
2018-02-01,6,32.0
2018-02-01,7,29.0
2018-02-01,8,29.0
2018-02-01,9,26.0
2018-02-01,10,43.0
2018-02-01,11,63.0
2018-02-01,12,70.0
2018-02-01,13,60.0
2018-02-01,14,42.0
2018-02-01,15,26.0
2018-02-01,16,20.0
2018-02-01,17,30.0
2018-02-01,18,37.0
2018-02-01,19,16.0
2018-02-01,20,22.0
2018-02-01,21,12.0
2018-02-01,22,26.0
2018-02-01,23,25.0
2018-02-02,0,27.0
2018-02-02,1,30.0
2018-02-02,2,29.0
2018-02-02,3,39.0
2018-02-02,4,37.0
2018-02-02,5,38.0
2018-02-02,6,32.0
2018-02-02,7,36.0
2018-02-02,8,32.0
2018-02-02,9,38.0
2018-02-02,10,55.0
2018-02-02,11,78.0
2018-02-02,12,101.0
2018-02-02,13,101.0
2018-02-02,14,67.0
2018-02-02,15,58.0
2018-02-02,16,46.0
2018-02-02,17,33.0
2018-02-02,18,22.0
2018-02-02,19,26.0
2018-02-02,20,27.0
2018-02-02,21,24.0
2018-02-02,22,28.0
2018-02-02,23,32.0
2018-02-03,0,34.0
2018-02-03,1,24.0
2018-02-03,2,57.0
2018-02-03,3,41.0
2018-02-03,4,35.0
2018-02-03,5,32.0
2018-02-03,6,25.0
2018-02-03,7,22.0
2018-02-03,8,18.0
2018-02-03,9,23.0
2018-02-03,10,35.0
2018-02-03,11,41.0
2018-02-03,12,45.0
2018-02-03,13,47.0
2018-02-03,14,35.0
2018-02-03,15,20.0
2018-02-03,16,27.0
2018-02-03,17,23.0
2018-02-03,18,19.0
2018-02-03,19,13.0
